caso id, Timestamp de inicio, Timestamp de finalizacion ,Actividad,Recurso,Rol
250,2011/02/07 21:27:00.000,2011/02/08 03:17:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
250,2011/02/08 04:51:00.000,2011/02/08 05:02:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
250,2011/02/08 12:14:00.000,2011/02/08 12:48:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
250,2011/02/11 00:22:00.000,2011/02/12 04:20:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
250,2011/02/12 12:26:00.000,2011/02/12 12:27:00.000,Liberar Orden De Compra,Anne Olwada,Solicitante
250,2011/02/13 00:10:00.000,2011/02/13 00:11:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
250,2011/02/13 17:56:00.000,2011/02/13 17:56:00.000,Enviar La Factura,Kiu Kan,Proveedor
250,2011/02/14 08:14:00.000,2011/02/14 08:16:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
250,2011/02/14 08:22:00.000,2011/02/14 08:45:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Pedro Alvares,Gerente Financiero
250,2011/02/14 08:45:00.000,2011/02/14 08:45:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
250,2011/02/14 09:50:00.000,2011/02/14 10:03:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
251,2011/02/04 01:09:00.000,2011/02/04 01:39:00.000,Crear solicitud de compra,Christian Francois,Solicitante
251,2011/02/04 02:07:00.000,2011/02/04 02:17:00.000,Crear Solicitud De Cotizacion Del Solicitante,Clement Duchot,Solicitante
251,2011/02/05 09:40:00.000,2011/02/05 10:00:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
251,2011/02/05 10:54:00.000,2011/02/05 11:04:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
251,2011/02/08 05:02:00.000,2011/02/08 05:24:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1158,2011/06/17 18:09:00.000,2011/06/17 18:30:00.000,Crear solicitud de compra,Penn Osterwalder,Solicitante
1158,2011/06/18 12:40:00.000,2011/06/18 12:48:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
1158,2011/06/18 12:56:00.000,2011/06/18 12:58:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1158,2011/06/22 00:38:00.000,2011/06/22 01:21:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
252,2011/02/04 09:39:00.000,2011/02/04 09:47:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
252,2011/02/05 00:51:00.000,2011/02/05 00:56:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
252,2011/02/05 01:04:00.000,2011/02/05 01:05:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
252,2011/02/05 14:37:00.000,2011/02/05 15:05:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
252,2011/02/05 16:02:00.000,2011/02/05 16:15:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Anna Kaufmann,Gerente Del Solicitante
252,2011/02/08 02:08:00.000,2011/02/08 02:33:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
252,2011/02/08 18:42:00.000,2011/02/08 18:58:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
252,2011/02/13 21:17:00.000,2011/02/13 21:26:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1361,2011/07/15 04:32:00.000,2011/07/15 05:10:00.000,Crear solicitud de compra,Elvira Lores,Solicitante
1361,2011/07/15 05:52:00.000,2011/07/15 06:03:00.000,Crear Solicitud De Cotizacion Del Solicitante,Alberto Duport,Solicitante
1361,2011/08/20 11:09:00.000,2011/08/20 11:31:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1361,2011/08/20 12:20:00.000,2011/08/20 12:34:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Elvira Lores,Gerente Del Solicitante
1361,2011/08/21 22:35:00.000,2011/08/21 22:55:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1361,2011/08/21 23:41:00.000,2011/08/21 23:48:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Kim Passa,Gerente Del Solicitante
1361,2011/09/21 09:46:00.000,2011/09/21 10:06:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1361,2011/09/22 00:59:00.000,2011/09/22 01:25:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1361,2011/09/22 05:44:00.000,2011/09/22 10:47:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
1361,2011/09/22 17:14:00.000,2011/09/22 17:35:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Alberto Duport,Solicitante
1361,2011/09/22 17:35:00.000,2011/09/22 17:35:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
1361,2011/09/22 21:37:00.000,2011/09/23 04:11:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
1361,2011/09/23 05:05:00.000,2011/09/23 05:13:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1361,2011/10/03 21:51:00.000,2011/10/03 22:06:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
1361,2011/10/08 06:37:00.000,2011/10/09 07:34:00.000,Entrega De Bienes O Servicios,Kiu Kan,Proveedor
1361,2011/10/09 14:51:00.000,2011/10/09 14:52:00.000,Liberar Orden De Compra,Anna Kaufmann,Solicitante
1361,2011/10/09 23:05:00.000,2011/10/09 23:06:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
1361,2011/10/11 03:46:00.000,2011/10/11 03:46:00.000,Enviar La Factura,Carmen Finacse,Proveedor
1361,2011/10/11 18:03:00.000,2011/10/11 18:05:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1361,2011/10/11 18:17:00.000,2011/10/11 18:37:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Pedro Alvares,Gerente Financiero
1361,2011/10/11 18:37:00.000,2011/10/11 18:37:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1361,2011/10/11 19:15:00.000,2011/10/11 19:29:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1360,2011/07/15 03:06:00.000,2011/07/15 03:52:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
1360,2011/07/16 04:31:00.000,2011/07/16 04:37:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
1362,2011/07/15 09:29:00.000,2011/07/15 09:47:00.000,Crear solicitud de compra,Christian Francois,Solicitante
1362,2011/07/15 22:10:00.000,2011/07/15 22:16:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1220,2011/06/25 03:56:00.000,2011/06/25 04:36:00.000,Crear solicitud de compra,Fjodor Kowalski,Solicitante
1220,2011/06/25 08:58:00.000,2011/06/25 09:13:00.000,Crear Solicitud De Cotizacion Del Solicitante,Clement Duchot,Solicitante
1220,2011/06/28 16:48:00.000,2011/06/28 17:15:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1220,2011/06/28 18:00:00.000,2011/06/28 18:06:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Alberto Duport,Gerente Del Solicitante
1220,2011/07/11 03:31:00.000,2011/07/11 03:46:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1220,2011/07/11 04:30:00.000,2011/07/11 04:43:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Anne Olwada,Gerente Del Solicitante
1220,2011/07/13 16:54:00.000,2011/07/13 17:22:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1220,2011/07/14 09:14:00.000,2011/07/14 09:30:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
1220,2011/08/14 10:42:00.000,2011/08/14 11:24:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1220,2011/08/14 12:17:00.000,2011/08/14 12:24:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Nico Ojenbeer,Gerente Del Solicitante
1220,2011/09/07 14:00:00.000,2011/09/07 14:13:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1220,2011/09/08 06:18:00.000,2011/09/08 06:43:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1220,2011/09/10 09:10:00.000,2011/09/10 09:36:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1220,2011/09/10 12:06:00.000,2011/09/10 12:25:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1220,2011/09/10 13:02:00.000,2011/09/10 17:05:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
1220,2011/09/10 23:57:00.000,2011/09/11 00:31:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Penn Osterwalder,Solicitante
1220,2011/09/11 00:31:00.000,2011/09/11 00:31:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
1220,2011/09/11 03:29:00.000,2011/09/11 17:55:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
1220,2011/09/11 21:07:00.000,2011/09/11 21:17:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1220,2011/09/16 02:54:00.000,2011/09/16 03:04:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
1220,2011/09/18 23:35:00.000,2011/09/19 21:57:00.000,Entrega De Bienes O Servicios,Kiu Kan,Proveedor
1220,2011/09/20 05:36:00.000,2011/09/20 05:37:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
1220,2011/09/21 02:09:00.000,2011/09/21 02:10:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
1220,2011/09/26 10:10:00.000,2011/09/26 10:10:00.000,Enviar La Factura,Kiu Kan,Proveedor
1220,2011/09/27 00:22:00.000,2011/09/27 00:27:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1220,2011/09/27 00:27:00.000,2011/09/27 00:27:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1220,2011/09/27 00:52:00.000,2011/09/27 01:04:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
1018,2011/05/28 22:39:00.000,2011/05/28 23:16:00.000,Crear solicitud de compra,Penn Osterwalder,Solicitante
1018,2011/05/29 02:49:00.000,2011/05/29 02:55:00.000,Crear Solicitud De Cotizacion Del Solicitante,Nico Ojenbeer,Solicitante
1018,2011/06/03 10:21:00.000,2011/06/03 11:00:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1018,2011/06/04 02:45:00.000,2011/06/04 03:07:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
1018,2011/06/07 00:08:00.000,2011/06/07 00:16:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1018,2011/06/07 01:02:00.000,2011/06/07 01:11:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
1018,2011/07/02 20:56:00.000,2011/07/02 21:12:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1018,2011/07/03 13:04:00.000,2011/07/03 13:20:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1018,2011/08/08 05:44:00.000,2011/08/08 06:19:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1018,2011/08/08 11:48:00.000,2011/08/08 12:10:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1018,2011/08/08 12:21:00.000,2011/08/08 16:33:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
1018,2011/08/08 22:54:00.000,2011/08/08 23:21:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Miu Hanwan,Solicitante
1018,2011/08/08 23:21:00.000,2011/08/08 23:21:00.000,Elige La Mejor Opcion,Anne Olwada,Solicitante
1018,2011/08/09 14:28:00.000,2011/08/10 02:32:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
1018,2011/08/10 08:46:00.000,2011/08/10 08:57:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1018,2011/08/10 15:16:00.000,2011/08/10 15:36:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
1018,2011/08/12 03:54:00.000,2011/08/13 14:59:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
1018,2011/08/13 22:01:00.000,2011/08/13 22:02:00.000,Liberar Orden De Compra,Anne Olwada,Solicitante
1018,2011/08/14 06:31:00.000,2011/08/14 06:32:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
1018,2011/08/17 08:07:00.000,2011/08/17 08:07:00.000,Enviar La Factura,Sean Manney,Proveedor
1018,2011/08/17 22:28:00.000,2011/08/17 22:31:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1018,2011/08/17 22:31:00.000,2011/08/17 22:31:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1018,2011/08/17 23:32:00.000,2011/08/17 23:47:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1015,2011/05/28 19:50:00.000,2011/05/28 20:05:00.000,Crear solicitud de compra,Alberto Duport,Solicitante
1015,2011/05/29 19:34:00.000,2011/05/29 19:38:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1214,2011/06/24 04:14:00.000,2011/06/24 04:32:00.000,Crear solicitud de compra,Fjodor Kowalski,Solicitante
1214,2011/06/24 17:44:00.000,2011/06/24 17:52:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
1214,2011/06/24 17:59:00.000,2011/06/24 18:01:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
1214,2011/08/25 21:32:00.000,2011/08/25 22:00:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1214,2011/08/25 22:51:00.000,2011/08/25 23:02:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
1214,2011/09/20 08:25:00.000,2011/09/20 08:48:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1020,2011/05/29 00:56:00.000,2011/05/29 01:28:00.000,Crear solicitud de compra,Immanuel Karagianni,Solicitante
1020,2011/05/30 00:54:00.000,2011/05/30 00:59:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1020,2011/05/30 01:03:00.000,2011/05/30 01:04:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
1020,2011/06/09 22:29:00.000,2011/06/09 22:49:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1020,2011/06/09 23:36:00.000,2011/06/09 23:42:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Anne Olwada,Gerente Del Solicitante
1020,2011/07/11 01:23:00.000,2011/07/11 01:51:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1020,2011/07/11 08:59:00.000,2011/07/11 09:28:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
1020,2011/07/11 15:12:00.000,2011/07/11 19:36:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
1020,2011/07/12 02:29:00.000,2011/07/12 02:44:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Christian Francois,Solicitante
1020,2011/07/12 02:44:00.000,2011/07/12 02:44:00.000,Elige La Mejor Opcion,Elvira Lores,Solicitante
1020,2011/07/12 15:26:00.000,2011/07/12 21:26:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
1020,2011/07/13 14:26:00.000,2011/07/13 14:36:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1020,2011/08/03 03:51:00.000,2011/08/03 04:18:00.000,Confirmar Orden De Compra,Karen Clarens,Proveedor
1020,2011/08/28 07:12:00.000,2011/08/28 12:55:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
1020,2011/08/28 20:26:00.000,2011/08/28 20:27:00.000,Liberar Orden De Compra,Kim Passa,Solicitante
1020,2011/08/29 04:16:00.000,2011/08/29 04:17:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
1020,2011/08/30 08:17:00.000,2011/08/30 08:17:00.000,Enviar La Factura,Karen Clarens,Proveedor
1020,2011/08/30 22:37:00.000,2011/08/30 22:43:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1020,2011/08/30 23:21:00.000,2011/08/30 23:38:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Pedro Alvares,Gerente Financiero
1020,2011/08/30 23:38:00.000,2011/08/30 23:38:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1020,2011/08/31 00:45:00.000,2011/08/31 00:57:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1215,2011/06/24 07:49:00.000,2011/06/24 08:14:00.000,Crear solicitud de compra,Christian Francois,Solicitante
1215,2011/06/24 09:24:00.000,2011/06/24 09:37:00.000,Crear Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Solicitante
1215,2011/08/08 04:58:00.000,2011/08/08 05:25:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1215,2011/08/08 06:22:00.000,2011/08/08 06:32:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Fjodor Kowalski,Gerente Del Solicitante
1215,2011/08/14 02:40:00.000,2011/08/14 03:12:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1215,2011/08/14 03:55:00.000,2011/08/14 04:07:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
1215,2011/08/24 22:11:00.000,2011/08/24 22:26:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1215,2011/08/25 14:28:00.000,2011/08/25 14:41:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
1215,2011/08/29 13:48:00.000,2011/08/29 14:07:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1215,2011/08/29 19:06:00.000,2011/08/29 19:13:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
1215,2011/08/31 09:15:00.000,2011/08/31 12:11:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
1215,2011/08/31 18:14:00.000,2011/08/31 18:26:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Christian Francois,Solicitante
1215,2011/08/31 18:26:00.000,2011/08/31 18:26:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
1215,2011/09/01 00:42:00.000,2011/09/01 08:18:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
1215,2011/09/01 15:24:00.000,2011/09/01 15:33:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
1215,2011/09/02 04:18:00.000,2011/09/02 04:31:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
1215,2011/09/11 05:41:00.000,2011/09/11 10:17:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
1215,2011/09/11 17:37:00.000,2011/09/11 17:38:00.000,Liberar Orden De Compra,Clement Duchot,Solicitante
1215,2011/09/12 04:02:00.000,2011/09/12 04:03:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
1215,2011/09/16 02:54:00.000,2011/09/16 02:54:00.000,Enviar La Factura,Sean Manney,Proveedor
1215,2011/09/16 17:21:00.000,2011/09/16 17:27:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1215,2011/09/16 17:27:00.000,2011/09/16 17:27:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1215,2011/09/16 17:55:00.000,2011/09/16 18:06:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
352,2011/02/18 19:19:00.000,2011/02/18 20:09:00.000,Crear solicitud de compra,Anne Olwada,Solicitante
352,2011/02/19 16:55:00.000,2011/02/19 17:02:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
352,2011/02/19 17:09:00.000,2011/02/19 17:12:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
352,2011/02/20 07:08:00.000,2011/02/20 07:39:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
352,2011/02/20 12:50:00.000,2011/02/20 13:09:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
352,2011/02/20 13:20:00.000,2011/02/20 17:01:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
352,2011/02/21 00:01:00.000,2011/02/21 00:32:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Kim Passa,Solicitante
352,2011/02/21 00:32:00.000,2011/02/21 00:32:00.000,Elige La Mejor Opcion,Anna Kaufmann,Solicitante
352,2011/02/21 03:13:00.000,2011/02/21 09:26:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
352,2011/02/22 08:28:00.000,2011/02/22 08:41:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
352,2011/02/22 17:33:00.000,2011/02/22 17:48:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
352,2011/02/23 23:32:00.000,2011/02/25 05:39:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
352,2011/02/25 13:20:00.000,2011/02/25 13:21:00.000,Liberar Orden De Compra,Nico Ojenbeer,Solicitante
352,2011/02/26 02:11:00.000,2011/02/26 02:12:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
352,2011/02/26 13:22:00.000,2011/02/26 13:22:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
352,2011/02/27 03:42:00.000,2011/02/27 03:45:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
352,2011/02/27 03:45:00.000,2011/02/27 03:45:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
352,2011/02/27 04:49:00.000,2011/02/27 05:00:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
1021,2011/05/29 01:06:00.000,2011/05/29 01:34:00.000,Crear solicitud de compra,Esmana Liubiata,Solicitante
1021,2011/05/29 01:42:00.000,2011/05/29 01:51:00.000,Crear Solicitud De Cotizacion Del Solicitante,Anna Kaufmann,Solicitante
1021,2011/06/01 03:37:00.000,2011/06/01 04:02:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1022,2011/05/29 02:31:00.000,2011/05/29 03:11:00.000,Crear solicitud de compra,Kim Passa,Solicitante
1022,2011/05/29 10:05:00.000,2011/05/29 10:16:00.000,Crear Solicitud De Cotizacion Del Solicitante,Tesca Lobes,Solicitante
1022,2011/06/09 20:52:00.000,2011/06/09 21:23:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1212,2011/06/24 01:09:00.000,2011/06/24 01:40:00.000,Crear solicitud de compra,Fjodor Kowalski,Solicitante
1212,2011/06/24 18:06:00.000,2011/06/24 18:14:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1212,2011/06/24 18:22:00.000,2011/06/24 18:23:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1212,2011/06/28 15:51:00.000,2011/06/28 16:09:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1212,2011/06/28 16:59:00.000,2011/06/28 17:13:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Elvira Lores,Gerente Del Solicitante
1212,2011/06/29 06:06:00.000,2011/06/29 06:30:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1212,2011/06/29 22:40:00.000,2011/06/29 22:56:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
1212,2011/07/08 17:39:00.000,2011/07/08 18:09:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1212,2011/07/08 19:03:00.000,2011/07/08 19:09:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Alberto Duport,Gerente Del Solicitante
1212,2011/07/21 21:34:00.000,2011/07/21 21:44:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
1212,2011/07/21 22:33:00.000,2011/07/21 22:39:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Tesca Lobes,Gerente Del Solicitante
1212,2011/08/20 04:40:00.000,2011/08/20 05:16:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1212,2011/08/20 12:51:00.000,2011/08/20 13:10:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
1212,2011/08/20 19:02:00.000,2011/08/20 20:10:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
1212,2011/08/21 02:38:00.000,2011/08/21 03:03:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Fjodor Kowalski,Solicitante
1212,2011/08/21 03:03:00.000,2011/08/21 03:03:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
1212,2011/08/22 07:37:00.000,2011/08/22 19:09:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
1212,2011/08/22 21:06:00.000,2011/08/22 21:14:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
1212,2011/08/24 17:41:00.000,2011/08/24 18:04:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
1212,2011/09/02 05:54:00.000,2011/09/03 03:32:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
1212,2011/09/03 11:11:00.000,2011/09/03 11:12:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
1212,2011/09/03 16:16:00.000,2011/09/03 16:17:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
1212,2011/09/11 06:31:00.000,2011/09/11 06:31:00.000,Enviar La Factura,Kiu Kan,Proveedor
1212,2011/09/11 20:57:00.000,2011/09/11 21:04:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
1212,2011/09/11 21:05:00.000,2011/09/11 21:05:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
1212,2011/09/11 21:49:00.000,2011/09/11 22:04:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
